segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long
60,13858616,,tertiary,23.9312372,90.30813,23.93535784664032,90.30951705995236
89,14238447,Savar Kaliakoir Road,trunk,24.021167093723932,90.24393468163726,24.01674335158609,90.24488985635631
113,15491652,Lake Road,secondary,23.764164999999995,90.37086710000001,23.76455636492014,90.37575102791705
158,23895134,Dhaka-Chittagong Highway,trunk,23.703838199536186,90.52572043266173,23.700888654854868,90.52942950970774
196,24225288,Tongi-Kaliganj Highway,secondary,23.93282499723918,90.46282494796814,23.934365779242132,90.46743666999183
202,24225293,Dhaka-Kapasia,secondary,24.09721319999999,90.4021412,24.098129817389058,90.40695352907333
293,24225310,Meghna - Gumti Bridge,trunk,23.529858699999995,90.6950719,23.530134099999998,90.6999861
312,24271484,তোপখানা রোড,primary,23.729986399999998,90.4065267,23.729807199999996,90.40530490000002
314,24338292,Kamal Ataturk,secondary,23.793575099999998,90.4100128,23.7949076,90.4142426
316,24375222,Gulshan Avenue,tertiary,23.7949076,90.4142426,23.790717963410504,90.41598911690303
319,24375227,Pragati Sarani,primary,23.809019699999997,90.4214938,23.804566256235507,90.42218302338907
345,24375819,Dhaka-Sylhet Highway,trunk,23.742639038257263,90.53093492723467,23.744360277265457,90.5354664446143
360,24385693,Begum Rokeya Sharani,secondary,23.802785646910912,90.37052371657661,23.798588895843945,90.37232057237641
367,24403096,Benaroshi Polli Road,tertiary,23.809407599999993,90.3679887,23.810482227127213,90.37275107919119
403,24449118,Old Elephant Rd,secondary,23.745168599999996,90.40418090000001,23.7455999,90.4060856
429,24565623,,primary,23.897315226670603,90.37980894570158,23.896688535762042,90.38442982577061
440,24693863,Meghna Bridge,trunk,23.60548914872593,90.61418853929197,23.601800199999992,90.6159826
447,24818569,Pragati Sarani,primary,23.8095265,90.4214195,23.814034149429745,90.42120459609316
469,24944643,,tertiary,23.745823999999995,90.40214990000001,23.744689800000003,90.4025842
476,25639335,K. C. Road,tertiary,23.55364293012013,90.32921170952761,23.558004549001076,90.32804030386085
498,28893692,Dhaka-Aricha highway,trunk,23.813651671150343,89.81161511408506,23.817782027640952,89.81358474141479
515,28912095,,secondary,23.00921858687404,89.82897698993648,23.013277550015758,89.83103768657452
540,29035233,,secondary,24.13973296155575,90.54114176609878,24.137414327915966,90.54500665222157
554,29035233,,secondary,24.099879434628622,90.58644733673222,24.097432682838857,90.59035658292504
572,29035233,,secondary,24.045602684402688,90.64255334571037,24.04221674324613,90.6451054757624
616,31153154,,tertiary,23.522890253502144,90.69480448385015,23.51926805613283,90.69527745684616
619,31154342,,tertiary,23.895860699999997,90.4083395,23.89279940752177,90.40952851513174
621,31154595,Dhaka City Bypass,primary,23.930055000000003,90.4526927,23.926158282233427,90.45502265681108
633,31159105,,secondary,23.99256423727001,90.40173933902784,23.993437296342773,90.40654484653776
647,31159479,,secondary,23.935911484118233,90.50906274670734,23.93437955946817,90.51364340596851
678,31165022,,secondary,23.88375110122796,90.30427409713931,23.886005900000004,90.310857
679,31166198,,secondary,23.7932107,90.2715132,23.792823552597905,90.26665637173295
680,31166198,,secondary,23.792823552597905,90.26665637173295,23.792680161066652,90.26175551613078
699,31166213,,tertiary,23.76735724800806,90.27892422410406,23.768132179498682,90.27414279152148
704,31170387,,tertiary,23.863579883867022,90.23943950679885,23.867907224127528,90.23824347422158
716,31384029,,tertiary,23.896042946175516,90.12685069990002,23.89161498635585,90.12732581590045
749,33071363,,secondary,23.775244600000004,90.3900763,23.779659133803413,90.38931603424052
777,33127908,N 501,secondary,23.83251090087148,90.3403973767125,23.837013133175795,90.34016724306449
796,33762794,Kalsi Road,tertiary,23.821000636606854,90.36976515657473,23.8217567546897,90.37460038384
809,33782231,,tertiary,23.803279699999994,90.3966872,23.807033809910877,90.39499685914011
811,33782231,,tertiary,23.810258187146967,90.3969188558546,23.81432170187383,90.39484965070304
812,33782231,,tertiary,23.81432170187383,90.39484965070304,23.816643180773003,90.39777896302918
838,33818661,,secondary,23.707329804129625,90.42984252872306,23.704412495312145,90.43324551814563
839,33818661,,secondary,23.704412495312145,90.43324551814563,23.703096700000003,90.43513620000002
849,33832973,Mohammadpur Ring Road,secondary,23.771122901776828,90.35961190658725,23.774149444990428,90.36293440721965
856,33891557,Zinzira - Ramerkanda Road,tertiary,23.70122899999999,90.39755270000002,23.701279192543243,90.39269458248883
857,33891557,Zinzira - Ramerkanda Road,tertiary,23.701279192543243,90.39269458248883,23.70226256660102,90.38840740115234
922,34298972,Patuatuli Road,tertiary,23.708753793768476,90.40881734292505,23.7103737,90.4064409
925,34300800,North Brook Hall Road,tertiary,23.704357099999996,90.4121348,23.704968199999996,90.4124807
930,34317352,Parydas Rd,tertiary,23.706033399999995,90.4151118,23.7061136,90.4125076
939,34605215,Phonix Road,secondary,23.724955900000005,90.4108192,23.7245732,90.4053674
966,34958463,Rajbari - Baliakandi Rd,secondary,23.67509374265643,89.5685306423129,23.670642803162366,89.56776703822698
985,45425688,Dhaka-Sylhet Highway,trunk,23.919933455853997,90.69544322265858,23.91643099630603,90.69234711134294
990,48492731,,trunk,23.588400799999995,89.8084375,23.5887291,89.8082004
991,48492906,,tertiary,23.983227499999998,90.2137884,23.98499115007589,90.21752391214619
1054,49671470,,secondary,23.941001294923122,90.61509319590782,23.94513441570038,90.61507302690765
1067,49671470,,secondary,23.992009683533844,90.62061145495169,23.996313324316986,90.6220578698369
