segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long
3,9017482,ถนนพระราม 9,primary,13.754620374123324,100.58341723480272,13.752850299999997,100.5894032
4,9019480,ถนนพระรามที่ 1,primary,13.744499799999998,100.5401384,13.7452563,100.536139
6,9166124,,primary,13.7632832,100.5450839,13.763658399999999,100.54111
17,23609995,ถนนเจริญกรุง,tertiary,13.747431199999998,100.49426070000001,13.747264999999999,100.4961042
23,23610163,,tertiary,13.742836600000004,100.4948403,13.7428418,100.49490930000002
27,24678686,ถนนอังรีดูนังต์,secondary,13.7399060685849,100.53488069341041,13.745324699999996,100.5357801
40,24715228,ถนนข้าวหลาม,tertiary,13.73623,100.5135904,13.7369345,100.5155475
47,24829068,ถนนสาทรใต้,primary,13.72467618183208,100.54012805825933,13.72336468066929,100.53570411786485
63,25053555,ถนนพระรามที่ 3,primary,13.7161138,100.5568708,13.7147631,100.5555206
71,25507862,อาจณรงค์,tertiary,13.696915500000003,100.58961650000002,13.699024804899459,100.58605198597519
73,25620825,ถนนศรีนครินทร์,secondary,13.656445600000001,100.6425973,13.6561953,100.6425531
82,25706388,,secondary,13.7402833,100.4978994,13.740315799999998,100.4979114
87,25706526,,tertiary,13.741535799999998,100.4979233,13.741741899999997,100.4978205
101,25714979,,tertiary,13.757875999999998,100.4937947,13.7572277,100.4925712
111,25715223,ถนนศรีอยุธยา,secondary,13.769264419702253,100.50920354328639,13.7682941,100.5113684
112,25715256,ถนนอู่ทองใน,tertiary,13.7704881,100.51299,13.772888705012917,100.51447852591679
121,25745236,ถนนรัชดาภิเษก,primary,13.689546664523137,100.52238122913916,13.693019219619202,100.52524643650834
130,25745938,,tertiary,13.732684099999997,100.5287859,13.7324491,100.528359
137,25775998,ถนนวัฒนธรรม,tertiary,13.762619399999998,100.5726229,13.767604300000002,100.572849
167,26732625,ถนนเพชรเกษม,primary,13.713307661563206,100.43833430760742,13.714671039139127,100.44273670017478
175,27279308,ถนนทหาร,tertiary,13.7986354,100.5174913,13.797243400000001,100.5213537
176,27604257,ถนนศรีนครินทร์,secondary,13.6561953,100.6425531,13.655822999999998,100.6424656
182,28152580,สะพานพระปกเกล้า,primary,13.736476399999997,100.4965839,13.740148299999994,100.4993058
187,28503268,,tertiary,13.740851700000002,100.6459325,13.740417000000003,100.6480267
193,28504804,ถนนสุขุมวิท,primary,13.711829299999998,100.59611130000002,13.711691699999998,100.5962966
196,28510028,สะพานกรุงธน,primary,13.780269399999998,100.5042233,13.781864500000001,100.500661
214,30045712,สะพานพระราม 3,primary,13.6944232,100.4994845,13.695932600000004,100.4981519
222,31133741,ถนนพระยาสุเรนทร์,tertiary,13.835972384900378,100.69725965063986,13.831786955808543,100.69892289676686
226,31133741,ถนนพระยาสุเรนทร์,tertiary,13.818438676219143,100.69906175126576,13.812843499999998,100.6991454
232,31142740,,tertiary,13.753075368398603,100.77371224895136,13.752675499999997,100.7771789
239,31423273,ถนนรามอินทรา,primary,13.825985157235936,100.67572629669996,13.822495099999998,100.6793934
240,31423277,ถนนรามอินทรา,primary,13.812823099999997,100.6972947,13.812826499999998,100.6976803
241,31423791,ถนนเสรีไทย,primary,13.7688632,100.6515102,13.7689787,100.6516221
247,32006164,,secondary,13.767277699999994,100.5329498,13.7684146,100.5304944
250,32007221,ถนนกำแพงเพชร,secondary,13.797691000000002,100.5507239,13.797602300000001,100.5483571
256,32008424,ถนนวิภาวดีรังสิต,trunk,13.76854407793524,100.55027686424374,13.771993000000002,100.5521509
260,32008731,ถนนวิภาวดีรังสิต,trunk,13.819339446524019,100.55860337368725,13.823837411078555,100.55815330472105
267,32036717,ถนนเพชรบุรี,primary,13.756253299999997,100.523074,13.757105999999995,100.520334
269,32037736,ถนนพิษณุโลก,secondary,13.770793599999998,100.5047541,13.767819533389611,100.50823554867205
270,32037736,ถนนพิษณุโลก,secondary,13.767819533389611,100.50823554867205,13.766051,100.5102961
275,32037875,ถนนพิษณุโลก,primary,13.757390499999998,100.5206391,13.757230700000001,100.5209169
285,32040294,ถนนกรุงเกษม,tertiary,13.749125899999997,100.5167056,13.7456223,100.51612560000001
303,32049311,ถนนวิภาวดีรังสิต,trunk,13.787548599999997,100.5610384,13.783508815447757,100.55897646929753
305,32049311,ถนนวิภาวดีรังสิต,trunk,13.779506980967147,100.55683056441458,13.7752533,100.5544632
306,32049312,ถนนวิภาวดีรังสิต,trunk,13.787613999999998,100.5608557,13.791943199999999,100.5613425
308,32049411,ถนนวิภาวดีรังสิต,trunk,13.786227999999998,100.56009900000001,13.787613999999998,100.5608557
313,32081184,ถนนศรีอยุธยา,primary,13.757564800000003,100.5356271,13.758892299999998,100.5321067
317,32081239,,primary,13.754105600000004,100.529365,13.753831100000001,100.5301306
318,32081375,ถนนวิภาวดีรังสิต,trunk,13.791963599999997,100.5616541,13.7875144,100.5611528
322,32081648,ถนนวิภาวดีรังสิต,trunk,13.898189654637752,100.58925454956858,13.902165042843254,100.59145059172762
323,32081648,ถนนวิภาวดีรังสิต,trunk,13.902165042843254,100.59145059172762,13.906207439953079,100.59351811274779
327,32081648,ถนนวิภาวดีรังสิต,trunk,13.918070359691535,100.60023813737016,13.922019665933588,100.60248651293631
335,32087514,,primary,13.841633199999999,100.572171,13.8399095,100.5752056
337,32087542,,primary,13.8404116,100.5789094,13.8405472,100.5796205
350,32090930,ถนนรัชดาภิเษก,primary,13.830526300000002,100.5603477,13.830380299999996,100.5610694
351,32096507,ถนนรัชดาภิเษก,primary,13.8300961,100.5479078,13.830126267197066,100.5525326367604
357,32097887,ถนนรัชดาภิเษก,primary,13.830293299999996,100.5410373,13.830259699999996,100.5421467
361,32111769,ถนนนครสวรรค์,secondary,13.7566111,100.5063302,13.7580212,100.5091206
364,32511187,ถนนแจ้งวัฒนะ,primary,13.882901299999999,100.5840089,13.8845532,100.5809973
379,33069215,ถนนพญาไท,primary,13.747419999999996,100.5309486,13.746768899999996,100.5309028
380,33069264,ถนนพญาไท,primary,13.747419999999996,100.5309486,13.749004,100.5311889
384,33069606,สะพานไทย - ญี่ปุ่น,primary,13.732196939458111,100.5304803245171,13.7311285,100.5330944
399,33841937,ถนนเสรีไทย,primary,13.812603000000001,100.7177506,13.808645028564065,100.71555641876505
401,34062347,ถนนกำแพงเพชร 3,tertiary,13.800406099999998,100.552281,13.801123799999997,100.5521973
404,38000175,,tertiary,13.8045742,100.5358888,13.803829300000002,100.5374312
405,38000182,,secondary,13.805243099999998,100.5344546,13.804980100000003,100.5352613
407,38000184,,tertiary,13.8037376,100.5375857,13.803054300000001,100.539189
412,38000195,,tertiary,13.783365299999998,100.5244014,13.783413399999997,100.52430660000002
413,38000452,ถนนเศรษฐศิริ,tertiary,13.783365299999998,100.5244014,13.7815742,100.5310133
415,39727796,ถนนนราธิวาสราชนค,primary,13.698698730897384,100.54274620970544,13.70238506278545,100.54007766743581
420,39727796,ถนนนราธิวาสราชนค,primary,13.718519964692204,100.53174813615858,13.7217191,100.5301293
428,40007275,ถนนราชดำริ,secondary,13.73388545854587,100.53826838337662,13.738292076853119,100.53921796167909
479,44695699,ทางรถไฟสายเก่าปา,tertiary,13.700498248971016,100.5891746050362,13.696011300078167,100.58972802109957
489,46979057,,tertiary,13.680151499999996,100.6990199,13.680456599999998,100.6990233
516,52888330,,tertiary,13.702572299999998,100.7001241,13.7022893,100.7001171
523,53568470,,tertiary,13.667982852150857,100.69920401281226,13.663867741374824,100.69734901961759
524,53568470,,tertiary,13.663867741374824,100.69734901961759,13.660173169659316,100.69468754351894
526,53568472,01 กาญจนาภิเษก 39,tertiary,13.683884900000002,100.6997963,13.68303064712569,100.70432937231404
535,53573239,ถนนลาดกระบัง,secondary,13.722645904167297,100.74849919936308,13.7230416,100.75169790000001
536,53573241,ถนนลาดกระบัง,secondary,13.722231599999999,100.7293252,13.722078620222442,100.72470552110526
540,53573243,ถนนลาดกระบัง,secondary,13.721954400000001,100.7089428,13.721693458666598,100.70432794452178
544,53573252,ถนนลาดกระบัง,secondary,13.7220746,100.72022260000001,13.722098699560247,100.71560026038718
549,53573257,ถนนลาดกระบัง,secondary,13.722356999999997,100.7293122,13.722376500000001,100.730012
552,54443781,ถนนวัชรพล,tertiary,13.85495405642947,100.64103994005318,13.858467940262575,100.64194858133781
553,54443781,ถนนวัชรพล,tertiary,13.858467940262575,100.64194858133781,13.858786689867692,100.64656173288505
578,55455290,ถนนลาดกระบัง,secondary,13.721660900000002,100.7013492,13.721923425319545,100.70596391855766
605,57379655,ถนนอ่อนนุช,secondary,13.717024499999997,100.6584894,13.716253736373965,100.65393454438718
611,57379664,ถนนอ่อนนุช,secondary,13.715896899999999,100.6507654,13.716028599999998,100.6515236
631,59384949,ถนนหลวงแพ่ง,secondary,13.71629980819726,100.80573151778266,13.71781791033972,100.80137873583215
634,59384951,ถนนลาดกระบัง,secondary,13.721666899999997,100.7673916,13.721642099999999,100.76586290000002
641,59384954,ถนนลาดกระบัง,secondary,13.7215662,100.761491,13.72151780691608,100.75686888497552
646,59384959,ถนนลาดกระบัง,secondary,13.721703199999995,100.7622286,13.721749900000002,100.7658559
650,59384963,ถนนลาดกระบัง,secondary,13.722608099999997,100.7522007,13.722930899999998,100.7516361
651,59384966,ถนนลาดกระบัง,secondary,13.721777399999995,100.7673829,13.721815805369511,100.77200512231369
653,59384969,,secondary,13.7220632,100.7878222,13.721833399999998,100.7904923
657,59384973,ถนนลาดกระบัง,secondary,13.721834199999998,100.78078580000002,13.721779099999996,100.7780443
659,59399262,,tertiary,13.657454199999998,100.6927338,13.657297100000001,100.69262240000002
665,62218145,ถนนดวงพิทักษ์,tertiary,13.727265890716566,100.55250933514094,13.73176171348335,100.55203650889851
668,66502293,ถนนประชาธิปก,primary,13.737089499999998,100.4971871,13.732905042172352,100.4954942716728
676,82852747,ถนนเพชรบุรี,primary,13.7408638,100.6007506,13.7413861,100.5992059
683,88828955,พุทธบูชา36,tertiary,13.621681560378383,100.50976368219557,13.621340159859843,100.50515586049401
684,88828955,พุทธบูชา36,tertiary,13.621340159859843,100.50515586049401,13.62099193645389,100.5005485557221
695,89069206,ถนนพระรามที่ 2,secondary,13.620720999999998,100.3884204,13.61749184565928,100.38518698931277
719,90152554,,tertiary,13.766691199999999,100.6928474,13.7685204,100.691914
740,90300312,ถนนหทัยราษฎร์,tertiary,13.921776299999996,100.6970634,13.9218076,100.6984757
745,90404254,,tertiary,13.7278333,100.7467263,13.726447099999998,100.7467937
747,90404297,ถนนหลวงแพ่ง,secondary,13.718158828572362,100.80083871323339,13.716619685014702,100.80518395603252
757,90404337,,tertiary,13.726447099999998,100.7467937,13.722137400000003,100.7467243
762,90423215,ถนนร่มเกล้า,secondary,13.747093586553103,100.74662123713617,13.742576457648461,100.74660794671338
766,90423220,ถนนร่มเกล้า,secondary,13.760637075441865,100.74625220442871,13.765156056119936,100.74623001232456
767,90423220,ถนนร่มเกล้า,secondary,13.765156056119936,100.74623001232456,13.769675146848666,100.74623214113478
771,90552937,,tertiary,13.716706099999998,100.74096520000002,13.717214399999998,100.7427188
779,90564093,คู่ขนานมอเตอร์เว,tertiary,13.725847342729246,100.81196563308848,13.729901173055843,100.80992897070908
