id,segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,gsv_metadata,copyright,date,location,pano_id,status,url_img0,url_img90,url_img180,url_img270
10,31,5153765,International Airport Road,primary,6.5502818864,3.33305831076,6.5490518,3.3357027,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.55031499152, u'lng': 3.33308728015}, u'copyright': u'© 2017 Google', u'pano_id': u'7aMR_B4Z4GyFfu9tBRsZqw'}",© 2017 Google,2016-11,"{u'lat': 6.55031499152, u'lng': 3.33308728015}",7aMR_B4Z4GyFfu9tBRsZqw,OK,lagos/img0_0010.jpg,lagos/img90_0010.jpg,lagos/img180_0010.jpg,lagos/img270_0010.jpg
11,38,5168867,Fatai Atere Way,secondary,6.54478503281,3.35170417035,6.5419739653,3.34816166718,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.54475865437, u'lng': 3.35175249651}, u'copyright': u'© 2017 Google', u'pano_id': u'JK_jCBXiS7IlEqUdBiSpqA'}",© 2017 Google,2016-11,"{u'lat': 6.54475865437, u'lng': 3.35175249651}",JK_jCBXiS7IlEqUdBiSpqA,OK,lagos/img0_0011.jpg,lagos/img90_0011.jpg,lagos/img180_0011.jpg,lagos/img270_0011.jpg
12,45,5197501,College Road,secondary,6.64110201472,3.33085079911,6.64411857315,3.32753985301,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.6413004, u'lng': 3.3306951}, u'copyright': u'© 2017 Google', u'pano_id': u'QHvMUjKFTJg1qdjb8skw4A'}",© 2017 Google,2017-01,"{u'lat': 6.6413004, u'lng': 3.3306951}",QHvMUjKFTJg1qdjb8skw4A,OK,lagos/img0_0012.jpg,lagos/img90_0012.jpg,lagos/img180_0012.jpg,lagos/img270_0012.jpg
13,46,5197501,College Road,secondary,6.64411857315,3.32753985301,6.6471869,3.3233506,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.64412744461, u'lng': 3.32747670682}, u'copyright': u'© 2017 Google', u'pano_id': u'x6-LQ5Fqe0jeeoJzVHhgdg'}",© 2017 Google,2017-01,"{u'lat': 6.64412744461, u'lng': 3.32747670682}",x6-LQ5Fqe0jeeoJzVHhgdg,OK,lagos/img0_0013.jpg,lagos/img90_0013.jpg,lagos/img180_0013.jpg,lagos/img270_0013.jpg
14,48,5197507,Wempco Road,tertiary,6.62834620111,3.34153653984,6.6301387453,3.34568939252,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.62837774026, u'lng': 3.3415554134}, u'copyright': u'© 2017 Google', u'pano_id': u'bi1MQom7CwSTxoMToyYzlA'}",© 2017 Google,2016-10,"{u'lat': 6.62837774026, u'lng': 3.3415554134}",bi1MQom7CwSTxoMToyYzlA,OK,lagos/img0_0014.jpg,lagos/img90_0014.jpg,lagos/img180_0014.jpg,lagos/img270_0014.jpg
15,50,5197507,Wempco Road,tertiary,6.63183036953,3.34986753756,6.6309229,3.3539083,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.63187135552, u'lng': 3.34984594222}, u'copyright': u'© 2017 Google', u'pano_id': u'0TX8Sl2LIlKVUwYbQaQSuA'}",© 2017 Google,2016-10,"{u'lat': 6.63187135552, u'lng': 3.34984594222}",0TX8Sl2LIlKVUwYbQaQSuA,OK,lagos/img0_0015.jpg,lagos/img90_0015.jpg,lagos/img180_0015.jpg,lagos/img270_0015.jpg
16,52,5197508,Lateef Jakande Road,secondary,6.63021708365,3.35403296228,6.62590969291,3.35369280096,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.63020391159, u'lng': 3.35413179271}, u'copyright': u'© 2017 Google', u'pano_id': u'a_kltmk03unnjmn9IS0How'}",© 2017 Google,2016-10,"{u'lat': 6.63020391159, u'lng': 3.35413179271}",a_kltmk03unnjmn9IS0How,OK,lagos/img0_0016.jpg,lagos/img90_0016.jpg,lagos/img180_0016.jpg,lagos/img270_0016.jpg
17,56,5198064,Oniwaya Road,secondary,6.6207869,3.3252915,6.61846949449,3.32149084663,"{u'date': u'2017-02', u'status': u'OK', u'location': {u'lat': 6.62078910223, u'lng': 3.32530146892}, u'copyright': u'© 2017 Google', u'pano_id': u'26JFXxjrCAAjK0O3FBrXIw'}",© 2017 Google,2017-02,"{u'lat': 6.62078910223, u'lng': 3.32530146892}",26JFXxjrCAAjK0O3FBrXIw,OK,lagos/img0_0017.jpg,lagos/img90_0017.jpg,lagos/img180_0017.jpg,lagos/img270_0017.jpg
18,57,5198064,Oniwaya Road,secondary,6.61846949449,3.32149084663,6.61504579942,3.31885807458,"{u'date': u'2017-02', u'status': u'OK', u'location': {u'lat': 6.61848755676, u'lng': 3.32153233646}, u'copyright': u'© 2017 Google', u'pano_id': u'wT_OuztNJO2w9hbboaF4bA'}",© 2017 Google,2017-02,"{u'lat': 6.61848755676, u'lng': 3.32153233646}",wT_OuztNJO2w9hbboaF4bA,OK,lagos/img0_0018.jpg,lagos/img90_0018.jpg,lagos/img180_0018.jpg,lagos/img270_0018.jpg
19,62,5198477,Ota-Agbara Rd,secondary,6.5185861,3.077754,6.51419045441,3.07879911745,"{u'date': u'2017-03', u'status': u'OK', u'location': {u'lat': 6.51859276363, u'lng': 3.07771582084}, u'copyright': u'© 2017 Google', u'pano_id': u'mNANAQ6wRrDqFROIY3FSwQ'}",© 2017 Google,2017-03,"{u'lat': 6.51859276363, u'lng': 3.07771582084}",mNANAQ6wRrDqFROIY3FSwQ,OK,lagos/img0_0019.jpg,lagos/img90_0019.jpg,lagos/img180_0019.jpg,lagos/img270_0019.jpg
20,68,5199260,Meiran Road,secondary,6.66043423694,3.27915327235,6.65729443163,3.27601693532,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.66041315215, u'lng': 3.2791649717}, u'copyright': u'© 2017 Google', u'pano_id': u'jCXxWOQsTO2sQI6Lc2kQ7g'}",© 2017 Google,2017-01,"{u'lat': 6.66041315215, u'lng': 3.2791649717}",jCXxWOQsTO2sQI6Lc2kQ7g,OK,lagos/img0_0020.jpg,lagos/img90_0020.jpg,lagos/img180_0020.jpg,lagos/img270_0020.jpg
21,70,5199260,Meiran Road,secondary,6.65390183808,3.27302909094,6.65001188562,3.27113295223,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.6539188, u'lng': 3.2730345}, u'copyright': u'© 2017 Google', u'pano_id': u'WPuw_9CmkWgncWgJRVmX8Q'}",© 2017 Google,2017-01,"{u'lat': 6.6539188, u'lng': 3.2730345}",WPuw_9CmkWgncWgJRVmX8Q,OK,lagos/img0_0021.jpg,lagos/img90_0021.jpg,lagos/img180_0021.jpg,lagos/img270_0021.jpg
22,71,5199260,Meiran Road,secondary,6.65001188562,3.27113295223,6.64551567974,3.27122074811,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.64999333379, u'lng': 3.27109019437}, u'copyright': u'© 2017 Google', u'pano_id': u'APpLEFBXKikkvGSsdk9x2A'}",© 2017 Google,2017-01,"{u'lat': 6.64999333379, u'lng': 3.27109019437}",APpLEFBXKikkvGSsdk9x2A,OK,lagos/img0_0022.jpg,lagos/img90_0022.jpg,lagos/img180_0022.jpg,lagos/img270_0022.jpg
23,74,5199262,Command Secondary School Road,secondary,6.63849963879,3.26575856252,6.63983137176,3.26148749413,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.63852483879, u'lng': 3.26576550665}, u'copyright': u'© 2017 Google', u'pano_id': u'e_XksIstPqT5OCS95MRpwA'}",© 2017 Google,2017-01,"{u'lat': 6.63852483879, u'lng': 3.26576550665}",e_XksIstPqT5OCS95MRpwA,OK,lagos/img0_0023.jpg,lagos/img90_0023.jpg,lagos/img180_0023.jpg,lagos/img270_0023.jpg
24,78,5199262,Command Secondary School Road,secondary,6.63091197512,3.2595604953,6.62651728827,3.25916950503,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.63089, u'lng': 3.2595878}, u'copyright': u'© 2017 Google', u'pano_id': u'JHA_FfiODCheMAvsI2cvyg'}",© 2017 Google,2017-01,"{u'lat': 6.63089, u'lng': 3.2595878}",JHA_FfiODCheMAvsI2cvyg,OK,lagos/img0_0024.jpg,lagos/img90_0024.jpg,lagos/img180_0024.jpg,lagos/img270_0024.jpg
25,80,5199262,Command Secondary School Road,secondary,6.62241188725,3.25732929506,6.61798019966,3.25666436756,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.62241944889, u'lng': 3.25732137287}, u'copyright': u'© 2017 Google', u'pano_id': u'sdT5_PxZH1GoF9PEEMawUA'}",© 2017 Google,2017-01,"{u'lat': 6.62241944889, u'lng': 3.25732137287}",sdT5_PxZH1GoF9PEEMawUA,OK,lagos/img0_0025.jpg,lagos/img90_0025.jpg,lagos/img180_0025.jpg,lagos/img270_0025.jpg
26,83,5199272,Mushin Road,secondary,6.5291209,3.3179995,6.52906041013,3.3223057569,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.52912, u'lng': 3.3179035}, u'copyright': u'© 2017 Google', u'pano_id': u'P8G-c5NtRt12tgjOG25iQA'}",© 2017 Google,2016-11,"{u'lat': 6.52912, u'lng': 3.3179035}",P8G-c5NtRt12tgjOG25iQA,OK,lagos/img0_0026.jpg,lagos/img90_0026.jpg,lagos/img180_0026.jpg,lagos/img270_0026.jpg
27,85,5199272,Mushin Road,secondary,6.52841876372,3.32650582434,6.53042926221,3.3304415394,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.52838923048, u'lng': 3.32650773242}, u'copyright': u'© 2017 Google', u'pano_id': u'IMYleyYyzY0aTYQwotZLTA'}",© 2017 Google,2016-11,"{u'lat': 6.52838923048, u'lng': 3.32650773242}",IMYleyYyzY0aTYQwotZLTA,OK,lagos/img0_0027.jpg,lagos/img90_0027.jpg,lagos/img180_0027.jpg,lagos/img270_0027.jpg
29,93,5217452,Yakoyo Road,secondary,6.66090634298,3.35311556553,6.65682748047,3.354888283,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.6609224641, u'lng': 3.35318907065}, u'copyright': u'© 2017 Google', u'pano_id': u'uwwlXYuh90f54RnILdzD3A'}",© 2017 Google,2017-01,"{u'lat': 6.6609224641, u'lng': 3.35318907065}",uwwlXYuh90f54RnILdzD3A,OK,lagos/img0_0029.jpg,lagos/img90_0029.jpg,lagos/img180_0029.jpg,lagos/img270_0029.jpg
30,95,5217452,Yakoyo Road,secondary,6.65296446593,3.35701913783,6.65042757471,3.36067665751,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.6529846, u'lng': 3.3570337}, u'copyright': u'© 2017 Google', u'pano_id': u'M8fpSXr-ICwVFpBYmNQPpA'}",© 2017 Google,2016-10,"{u'lat': 6.6529846, u'lng': 3.3570337}",M8fpSXr-ICwVFpBYmNQPpA,OK,lagos/img0_0030.jpg,lagos/img90_0030.jpg,lagos/img180_0030.jpg,lagos/img270_0030.jpg
31,97,5217452,Yakoyo Road,secondary,6.64852774783,3.36469230297,6.64510733284,3.36758935499,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.64858186733, u'lng': 3.36470687419}, u'copyright': u'© 2017 Google', u'pano_id': u'xVjY6Lb9Uo7SzpX3oEEVGQ'}",© 2017 Google,2016-10,"{u'lat': 6.64858186733, u'lng': 3.36470687419}",xVjY6Lb9Uo7SzpX3oEEVGQ,OK,lagos/img0_0031.jpg,lagos/img90_0031.jpg,lagos/img180_0031.jpg,lagos/img270_0031.jpg
32,98,5217452,Yakoyo Road,secondary,6.64510733284,3.36758935499,6.6401076,3.3671889,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.645166, u'lng': 3.3676139}, u'copyright': u'© 2017 Google', u'pano_id': u'qthiGliB4aTXeQuHlb6oSA'}",© 2017 Google,2016-10,"{u'lat': 6.645166, u'lng': 3.3676139}",qthiGliB4aTXeQuHlb6oSA,OK,lagos/img0_0032.jpg,lagos/img90_0032.jpg,lagos/img180_0032.jpg,lagos/img270_0032.jpg
33,103,6000615,Toyin Road,secondary,6.6846054,3.3226206,6.6803599982,3.32148401434,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.68458102189, u'lng': 3.3226201454}, u'copyright': u'© 2017 Google', u'pano_id': u'tkASnF1nzFqQYf_7HsxrhQ'}",© 2017 Google,2017-01,"{u'lat': 6.68458102189, u'lng': 3.3226201454}",tkASnF1nzFqQYf_7HsxrhQ,OK,lagos/img0_0033.jpg,lagos/img90_0033.jpg,lagos/img180_0033.jpg,lagos/img270_0033.jpg
34,105,6000615,Toyin Road,secondary,6.67665365788,3.31910697981,6.6734904,3.3173398,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.6766539, u'lng': 3.3191948}, u'copyright': u'© 2017 Google', u'pano_id': u'0iEsf9g69zHwjYuhRjNT6A'}",© 2017 Google,2017-01,"{u'lat': 6.6766539, u'lng': 3.3191948}",0iEsf9g69zHwjYuhRjNT6A,OK,lagos/img0_0034.jpg,lagos/img90_0034.jpg,lagos/img180_0034.jpg,lagos/img270_0034.jpg
35,108,8156468,Sobo Arobiodu Street,tertiary,6.5792628,3.3604229,6.5773281,3.3557027,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.57922554951, u'lng': 3.36040702387}, u'copyright': u'© 2017 Google', u'pano_id': u'ah78LH4i4nRsCjII94jfiQ'}",© 2017 Google,2016-10,"{u'lat': 6.57922554951, u'lng': 3.36040702387}",ah78LH4i4nRsCjII94jfiQ,OK,lagos/img0_0035.jpg,lagos/img90_0035.jpg,lagos/img180_0035.jpg,lagos/img270_0035.jpg
36,109,8156637,Santos Avenue,secondary,6.6559356,3.3077976,6.6559863,3.3078327,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.65593148797, u'lng': 3.30780488798}, u'copyright': u'© 2017 Google', u'pano_id': u'U3LLVI_FI76X03ASi788LQ'}",© 2017 Google,2017-01,"{u'lat': 6.65593148797, u'lng': 3.30780488798}",U3LLVI_FI76X03ASi788LQ,OK,lagos/img0_0036.jpg,lagos/img90_0036.jpg,lagos/img180_0036.jpg,lagos/img270_0036.jpg
37,110,8160805,Akin Adesola Street,primary,6.4226222,3.4239989,6.42714479114,3.42397589508,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.4226084, u'lng': 3.4240014}, u'copyright': u'© 2017 Google', u'pano_id': u'9XDR6OHXZLtSoZsfQ0hFAQ'}",© 2017 Google,2016-11,"{u'lat': 6.4226084, u'lng': 3.4240014}",9XDR6OHXZLtSoZsfQ0hFAQ,OK,lagos/img0_0037.jpg,lagos/img90_0037.jpg,lagos/img180_0037.jpg,lagos/img270_0037.jpg
38,111,8160805,Akin Adesola Street,primary,6.42714479114,3.42397589508,6.43166754429,3.42397982521,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.42711973855, u'lng': 3.42398990814}, u'copyright': u'© 2017 Google', u'pano_id': u'jtACRT5Sa_rc_3GMQRFXMw'}",© 2017 Google,2016-11,"{u'lat': 6.42711973855, u'lng': 3.42398990814}",jtACRT5Sa_rc_3GMQRFXMw,OK,lagos/img0_0038.jpg,lagos/img90_0038.jpg,lagos/img180_0038.jpg,lagos/img270_0038.jpg
39,113,8161018,Ojekunle Street,secondary,6.5397302,3.3447416,6.5389184,3.3435456,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.53972781892, u'lng': 3.3447722425}, u'copyright': u'© 2017 Google', u'pano_id': u'ZJOkircWXlbqxAwIMuR7WA'}",© 2017 Google,2016-11,"{u'lat': 6.53972781892, u'lng': 3.3447722425}",ZJOkircWXlbqxAwIMuR7WA,OK,lagos/img0_0039.jpg,lagos/img90_0039.jpg,lagos/img180_0039.jpg,lagos/img270_0039.jpg
40,114,8161019,Ojekunle Street,secondary,6.5385874,3.3431257,6.5389184,3.3435456,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.53861189622, u'lng': 3.34314514159}, u'copyright': u'© 2017 Google', u'pano_id': u'MHk0V1GvbbBS3-oYdW1v0w'}",© 2017 Google,2016-11,"{u'lat': 6.53861189622, u'lng': 3.34314514159}",MHk0V1GvbbBS3-oYdW1v0w,OK,lagos/img0_0040.jpg,lagos/img90_0040.jpg,lagos/img180_0040.jpg,lagos/img270_0040.jpg
41,117,8161528,Ipaja Road,secondary,6.60632786351,3.26394765789,6.60406967724,3.26765895977,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.606278004, u'lng': 3.26395082729}, u'copyright': u'© 2017 Google', u'pano_id': u'NK5U3Boge6ooX4_OST6mdg'}",© 2017 Google,2017-01,"{u'lat': 6.606278004, u'lng': 3.26395082729}",NK5U3Boge6ooX4_OST6mdg,OK,lagos/img0_0041.jpg,lagos/img90_0041.jpg,lagos/img180_0041.jpg,lagos/img270_0041.jpg
42,124,8164363,Mobolaji Bank-Anthony Way,trunk,6.58920619894,3.35590710971,6.59069151272,3.35169410877,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 6.58923985545, u'lng': 3.35593299493}, u'copyright': u'© 2017 Google', u'pano_id': u'cNsc3uXF45M8GQZ9tb9UHQ'}",© 2017 Google,2016-10,"{u'lat': 6.58923985545, u'lng': 3.35593299493}",cNsc3uXF45M8GQZ9tb9UHQ,OK,lagos/img0_0042.jpg,lagos/img90_0042.jpg,lagos/img180_0042.jpg,lagos/img270_0042.jpg
43,127,8167031,Lagos-Abeokuta Expressway,trunk,6.7003377,3.2523771,6.69669450783,3.25491195485,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.7003437, u'lng': 3.2523838}, u'copyright': u'© 2017 Google', u'pano_id': u'1tsjy_DQYr3rkpCyGqz27w'}",© 2017 Google,2016-11,"{u'lat': 6.7003437, u'lng': 3.2523838}",1tsjy_DQYr3rkpCyGqz27w,OK,lagos/img0_0043.jpg,lagos/img90_0043.jpg,lagos/img180_0043.jpg,lagos/img270_0043.jpg
44,128,8167031,Lagos-Abeokuta Expressway,trunk,6.69669450783,3.25491195485,6.69283839054,3.25712575904,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.69665580116, u'lng': 3.25491931641}, u'copyright': u'© 2017 Google', u'pano_id': u'sIFQERemgE2lszhkI2JZkQ'}",© 2017 Google,2016-11,"{u'lat': 6.69665580116, u'lng': 3.25491931641}",sIFQERemgE2lszhkI2JZkQ,OK,lagos/img0_0044.jpg,lagos/img90_0044.jpg,lagos/img180_0044.jpg,lagos/img270_0044.jpg
45,136,8167031,Lagos-Abeokuta Expressway,trunk,6.66850615637,3.27481876813,6.66604757561,3.27861579705,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.66847905535, u'lng': 3.27490187677}, u'copyright': u'© 2017 Google', u'pano_id': u'5WgZUG8iht4Sk1xsXcmkbw'}",© 2017 Google,2016-11,"{u'lat': 6.66847905535, u'lng': 3.27490187677}",5WgZUG8iht4Sk1xsXcmkbw,OK,lagos/img0_0045.jpg,lagos/img90_0045.jpg,lagos/img180_0045.jpg,lagos/img270_0045.jpg
46,137,8167031,Lagos-Abeokuta Expressway,trunk,6.66604757561,3.27861579705,6.66358929652,3.2824130008,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.66605908657, u'lng': 3.27862395418}, u'copyright': u'© 2017 Google', u'pano_id': u'SbWIHhhYRHPQiT_2G-6Mxg'}",© 2017 Google,2016-11,"{u'lat': 6.66605908657, u'lng': 3.27862395418}",SbWIHhhYRHPQiT_2G-6Mxg,OK,lagos/img0_0046.jpg,lagos/img90_0046.jpg,lagos/img180_0046.jpg,lagos/img270_0046.jpg
47,138,8167031,Lagos-Abeokuta Expressway,trunk,6.66358929652,3.2824130008,6.663397728,3.28681192516,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.6636087, u'lng': 3.2824267}, u'copyright': u'© 2017 Google', u'pano_id': u'LYrMeA1KwwAnv8HdBHA9cQ'}",© 2017 Google,2016-11,"{u'lat': 6.6636087, u'lng': 3.2824267}",LYrMeA1KwwAnv8HdBHA9cQ,OK,lagos/img0_0047.jpg,lagos/img90_0047.jpg,lagos/img180_0047.jpg,lagos/img270_0047.jpg
48,142,8167031,Lagos-Abeokuta Expressway,trunk,6.65474266632,3.29605779464,6.65227915238,3.29985150894,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.654767213, u'lng': 3.29603186438}, u'copyright': u'© 2017 Google', u'pano_id': u'veT7ptFBPapeIwI3E5PKUw'}",© 2017 Google,2016-11,"{u'lat': 6.654767213, u'lng': 3.29603186438}",veT7ptFBPapeIwI3E5PKUw,OK,lagos/img0_0048.jpg,lagos/img90_0048.jpg,lagos/img180_0048.jpg,lagos/img270_0048.jpg
49,144,8167031,Lagos-Abeokuta Expressway,trunk,6.64981573633,3.30364526623,6.64642468835,3.30620200726,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.64941703508, u'lng': 3.30372997603}, u'copyright': u'© 2017 Google', u'pano_id': u'5Yn8W5q9M9_jQ4FaUE9dtw'}",© 2017 Google,2017-01,"{u'lat': 6.64941703508, u'lng': 3.30372997603}",5Yn8W5q9M9_jQ4FaUE9dtw,OK,lagos/img0_0049.jpg,lagos/img90_0049.jpg,lagos/img180_0049.jpg,lagos/img270_0049.jpg
50,145,8167031,Lagos-Abeokuta Expressway,trunk,6.64642468835,3.30620200726,6.64217950272,3.30466519375,"{u'date': u'2017-01', u'status': u'OK', u'location': {u'lat': 6.6466095, u'lng': 3.3065029}, u'copyright': u'© 2017 Google', u'pano_id': u'UxvyGoNVLn-JE0GE98swvg'}",© 2017 Google,2017-01,"{u'lat': 6.6466095, u'lng': 3.3065029}",UxvyGoNVLn-JE0GE98swvg,OK,lagos/img0_0050.jpg,lagos/img90_0050.jpg,lagos/img180_0050.jpg,lagos/img270_0050.jpg
