id,segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,gsv_metadata,copyright,date,location,pano_id,status,url_img0,url_img90,url_img180,url_img270
0,0,4413575,8 Mile Road,secondary,42.4419093,-83.322163,42.4418337,-83.32121,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 42.4418379479, u'lng': -83.322204143}, u'copyright': u'© 2017 Google', u'pano_id': u'qeY-1lyOWTTPHjQ3b3z_lA'}",© 2017 Google,2016-08,"{u'lat': 42.4418379479, u'lng': -83.322204143}",qeY-1lyOWTTPHjQ3b3z_lA,OK,wayne2/img0_0000.jpg,wayne2/img90_0000.jpg,wayne2/img180_0000.jpg,wayne2/img270_0000.jpg
1,1,4688173,Eureka Road,secondary,42.1927235,-83.3480457,42.1912224,-83.3561917,"{u'date': u'2011-07', u'status': u'OK', u'location': {u'lat': 42.192674, u'lng': -83.3480385}, u'copyright': u'© 2017 Google', u'pano_id': u'qXcYeFH-OPhZ4Ie1QYvH_g'}",© 2017 Google,2011-07,"{u'lat': 42.192674, u'lng': -83.3480385}",qXcYeFH-OPhZ4Ie1QYvH_g,OK,wayne2/img0_0001.jpg,wayne2/img90_0001.jpg,wayne2/img180_0001.jpg,wayne2/img270_0001.jpg
2,4,4767192,Dickerson Street,tertiary,42.3692701,-82.9528221,42.3705324,-82.953648,"{u'date': u'2013-09', u'status': u'OK', u'location': {u'lat': 42.3692295762, u'lng': -82.9527694885}, u'copyright': u'© 2017 Google', u'pano_id': u'ldcGQpqxWBjDd-G3XDeiaw'}",© 2017 Google,2013-09,"{u'lat': 42.3692295762, u'lng': -82.9527694885}",ldcGQpqxWBjDd-G3XDeiaw,OK,wayne2/img0_0002.jpg,wayne2/img90_0002.jpg,wayne2/img180_0002.jpg,wayne2/img270_0002.jpg
3,5,4767193,Dickerson Street,tertiary,42.3692701,-82.9528221,42.3669899,-82.9502804,"{u'date': u'2013-09', u'status': u'OK', u'location': {u'lat': 42.3692295762, u'lng': -82.9527694885}, u'copyright': u'© 2017 Google', u'pano_id': u'ldcGQpqxWBjDd-G3XDeiaw'}",© 2017 Google,2013-09,"{u'lat': 42.3692295762, u'lng': -82.9527694885}",ldcGQpqxWBjDd-G3XDeiaw,OK,wayne2/img0_0003.jpg,wayne2/img90_0003.jpg,wayne2/img180_0003.jpg,wayne2/img270_0003.jpg
4,7,4798440,Ecorse Road,tertiary,42.249202,-83.436907,42.2489520335,-83.4308739384,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 42.2492107254, u'lng': -83.4369273937}, u'copyright': u'© 2017 Google', u'pano_id': u'c6eRt3Vso7pplQSwyJRToQ'}",© 2017 Google,2016-08,"{u'lat': 42.2492107254, u'lng': -83.4369273937}",c6eRt3Vso7pplQSwyJRToQ,OK,wayne2/img0_0004.jpg,wayne2/img90_0004.jpg,wayne2/img180_0004.jpg,wayne2/img270_0004.jpg
5,9,4818538,Edsel Ford,secondary,42.4248875,-82.9290682,42.4248017,-82.9291378,"{u'date': u'2013-09', u'status': u'OK', u'location': {u'lat': 42.4248631594, u'lng': -82.9290883204}, u'copyright': u'© 2017 Google', u'pano_id': u'kPDarwHKp99kiDO2-3UZRQ'}",© 2017 Google,2013-09,"{u'lat': 42.4248631594, u'lng': -82.9290883204}",kPDarwHKp99kiDO2-3UZRQ,OK,wayne2/img0_0005.jpg,wayne2/img90_0005.jpg,wayne2/img180_0005.jpg,wayne2/img270_0005.jpg
6,12,4818543,Alter Road,tertiary,42.401141,-82.957542,42.3971964333,-82.9546444289,"{u'date': u'2013-09', u'status': u'OK', u'location': {u'lat': 42.401158833, u'lng': -82.9575268321}, u'copyright': u'© 2017 Google', u'pano_id': u'jZcJxu_p74L1JteromVPww'}",© 2017 Google,2013-09,"{u'lat': 42.401158833, u'lng': -82.9575268321}",jZcJxu_p74L1JteromVPww,OK,wayne2/img0_0006.jpg,wayne2/img90_0006.jpg,wayne2/img180_0006.jpg,wayne2/img270_0006.jpg
7,17,4898838,Ambassador Bridge,trunk,42.3165054,-83.0769968,42.3178217,-83.0782938,"{u'date': u'2014-07', u'status': u'OK', u'location': {u'lat': 42.3164763774, u'lng': -83.0769867328}, u'copyright': u'© 2017 Google', u'pano_id': u'aMMY60WXETcbEJQ2_-aa9g'}",© 2017 Google,2014-07,"{u'lat': 42.3164763774, u'lng': -83.0769867328}",aMMY60WXETcbEJQ2_-aa9g,OK,wayne2/img0_0007.jpg,wayne2/img90_0007.jpg,wayne2/img180_0007.jpg,wayne2/img270_0007.jpg
8,21,4958344,John D. Dingell Drive,trunk,42.2020345,-83.3581447,42.2024349,-83.3578899,"{u'date': u'2009-10', u'status': u'OK', u'location': {u'lat': 42.2020685217, u'lng': -83.3581647642}, u'copyright': u'© 2017 Google', u'pano_id': u'a9dj8pSsFFKWW8P_SSbZAA'}",© 2017 Google,2009-10,"{u'lat': 42.2020685217, u'lng': -83.3581647642}",a9dj8pSsFFKWW8P_SSbZAA,OK,wayne2/img0_0008.jpg,wayne2/img90_0008.jpg,wayne2/img180_0008.jpg,wayne2/img270_0008.jpg
9,23,8684686,Lakeshore Drive,secondary,42.450971,-82.873018,42.451955,-82.87269,"{u'date': u'2015-10', u'status': u'OK', u'location': {u'lat': 42.4509992222, u'lng': -82.8729937911}, u'copyright': u'© 2017 Google', u'pano_id': u'yiwdMCAl8EjxPxNghwyyLA'}",© 2017 Google,2015-10,"{u'lat': 42.4509992222, u'lng': -82.8729937911}",yiwdMCAl8EjxPxNghwyyLA,OK,wayne2/img0_0009.jpg,wayne2/img90_0009.jpg,wayne2/img180_0009.jpg,wayne2/img270_0009.jpg
