id,segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,gsv_metadata,copyright,date,location,pano_id,status,url_img0,url_img90,url_img180,url_img270
11,82,25706388,,secondary,13.7402833,100.4978994,13.7403158,100.4979114,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7403118592, u'lng': 100.497960424}, u'copyright': u'© 2017 Google', u'pano_id': u'zmT9N-EGkCaT2A4VXxw3uQ'}",© 2017 Google,2016-11,"{u'lat': 13.7403118592, u'lng': 100.497960424}",zmT9N-EGkCaT2A4VXxw3uQ,OK,bangkok/img0_0011.jpg,bangkok/img90_0011.jpg,bangkok/img180_0011.jpg,bangkok/img270_0011.jpg
12,87,25706526,,tertiary,13.7415358,100.4979233,13.7417419,100.4978205,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7415544, u'lng': 100.4979209}, u'copyright': u'© 2017 Google', u'pano_id': u'FPaaoP84TtP24YH65GviyQ'}",© 2017 Google,2016-11,"{u'lat': 13.7415544, u'lng': 100.4979209}",FPaaoP84TtP24YH65GviyQ,OK,bangkok/img0_0012.jpg,bangkok/img90_0012.jpg,bangkok/img180_0012.jpg,bangkok/img270_0012.jpg
13,101,25714979,,tertiary,13.757876,100.4937947,13.7572277,100.4925712,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.7578536, u'lng': 100.4938294}, u'copyright': u'© 2017 Google', u'pano_id': u'fsEzocK9d5-5Pf-rcyN56w'}",© 2017 Google,2016-08,"{u'lat': 13.7578536, u'lng': 100.4938294}",fsEzocK9d5-5Pf-rcyN56w,OK,bangkok/img0_0013.jpg,bangkok/img90_0013.jpg,bangkok/img180_0013.jpg,bangkok/img270_0013.jpg
14,111,25715223,ถนนศรีอยุธยา,secondary,13.7692644197,100.509203543,13.7682941,100.5113684,"{u'date': u'2016-12', u'status': u'OK', u'location': {u'lat': 13.7692387572, u'lng': 100.509219441}, u'copyright': u'© 2017 Google', u'pano_id': u'AxqCaY-kAA4H1Z4WSBKKfg'}",© 2017 Google,2016-12,"{u'lat': 13.7692387572, u'lng': 100.509219441}",AxqCaY-kAA4H1Z4WSBKKfg,OK,bangkok/img0_0014.jpg,bangkok/img90_0014.jpg,bangkok/img180_0014.jpg,bangkok/img270_0014.jpg
15,112,25715256,ถนนอู่ทองใน,tertiary,13.7704881,100.51299,13.772888705,100.514478526,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.7705133812, u'lng': 100.513012964}, u'copyright': u'© 2017 Google', u'pano_id': u'EFPWM0iLnDRucXgkuv4j8w'}",© 2017 Google,2016-08,"{u'lat': 13.7705133812, u'lng': 100.513012964}",EFPWM0iLnDRucXgkuv4j8w,OK,bangkok/img0_0015.jpg,bangkok/img90_0015.jpg,bangkok/img180_0015.jpg,bangkok/img270_0015.jpg
16,121,25745236,ถนนรัชดาภิเษก,primary,13.6895466645,100.522381229,13.6930192196,100.525246437,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 13.689515127, u'lng': 100.522367237}, u'copyright': u'© 2017 Google', u'pano_id': u'vheQE1geQ-nhMbBtfm8NbQ'}",© 2017 Google,2016-10,"{u'lat': 13.689515127, u'lng': 100.522367237}",vheQE1geQ-nhMbBtfm8NbQ,OK,bangkok/img0_0016.jpg,bangkok/img90_0016.jpg,bangkok/img180_0016.jpg,bangkok/img270_0016.jpg
17,130,25745938,,tertiary,13.7326841,100.5287859,13.7324491,100.528359,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 13.732701, u'lng': 100.5288125}, u'copyright': u'© 2017 Google', u'pano_id': u'9qGPu1fwWksJLoyE1U1gMg'}",© 2017 Google,2016-10,"{u'lat': 13.732701, u'lng': 100.5288125}",9qGPu1fwWksJLoyE1U1gMg,OK,bangkok/img0_0017.jpg,bangkok/img90_0017.jpg,bangkok/img180_0017.jpg,bangkok/img270_0017.jpg
18,137,25775998,ถนนวัฒนธรรม,tertiary,13.7626194,100.5726229,13.7676043,100.572849,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 13.7626347424, u'lng': 100.572607481}, u'copyright': u'© 2017 Google', u'pano_id': u'FTIKGGnBtBnawLSHKqeeDQ'}",© 2017 Google,2016-10,"{u'lat': 13.7626347424, u'lng': 100.572607481}",FTIKGGnBtBnawLSHKqeeDQ,OK,bangkok/img0_0018.jpg,bangkok/img90_0018.jpg,bangkok/img180_0018.jpg,bangkok/img270_0018.jpg
19,167,26732625,ถนนเพชรเกษม,primary,13.7133076616,100.438334308,13.7146710391,100.4427367,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7133025214, u'lng': 100.438321503}, u'copyright': u'© 2017 Google', u'pano_id': u'XYNUSyyZat6UgXYtBTMWBA'}",© 2017 Google,2016-11,"{u'lat': 13.7133025214, u'lng': 100.438321503}",XYNUSyyZat6UgXYtBTMWBA,OK,bangkok/img0_0019.jpg,bangkok/img90_0019.jpg,bangkok/img180_0019.jpg,bangkok/img270_0019.jpg
20,175,27279308,ถนนทหาร,tertiary,13.7986354,100.5174913,13.7972434,100.5213537,"{u'date': u'2016-12', u'status': u'OK', u'location': {u'lat': 13.7985701725, u'lng': 100.517709789}, u'copyright': u'© 2017 Google', u'pano_id': u'uZPCxah6BLfQP_IhSSi1Bg'}",© 2017 Google,2016-12,"{u'lat': 13.7985701725, u'lng': 100.517709789}",uZPCxah6BLfQP_IhSSi1Bg,OK,bangkok/img0_0020.jpg,bangkok/img90_0020.jpg,bangkok/img180_0020.jpg,bangkok/img270_0020.jpg
21,176,27604257,ถนนศรีนครินทร์,secondary,13.6561953,100.6425531,13.655823,100.6424656,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.6561955452, u'lng': 100.642574455}, u'copyright': u'© 2017 Google', u'pano_id': u'Lbjx64RZ3EP4zDqr2av9IA'}",© 2017 Google,2016-11,"{u'lat': 13.6561955452, u'lng': 100.642574455}",Lbjx64RZ3EP4zDqr2av9IA,OK,bangkok/img0_0021.jpg,bangkok/img90_0021.jpg,bangkok/img180_0021.jpg,bangkok/img270_0021.jpg
22,182,28152580,สะพานพระปกเกล้า,primary,13.7364764,100.4965839,13.7401483,100.4993058,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7365132, u'lng': 100.4966045}, u'copyright': u'© 2017 Google', u'pano_id': u'00_vucSGNKoU3iaM4SjxKw'}",© 2017 Google,2016-11,"{u'lat': 13.7365132, u'lng': 100.4966045}",00_vucSGNKoU3iaM4SjxKw,OK,bangkok/img0_0022.jpg,bangkok/img90_0022.jpg,bangkok/img180_0022.jpg,bangkok/img270_0022.jpg
23,187,28503268,,tertiary,13.7408517,100.6459325,13.740417,100.6480267,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.7408651193, u'lng': 100.645908117}, u'copyright': u'© 2017 Google', u'pano_id': u'whxFpuXwPyCKDCYflmhcTA'}",© 2017 Google,2016-08,"{u'lat': 13.7408651193, u'lng': 100.645908117}",whxFpuXwPyCKDCYflmhcTA,OK,bangkok/img0_0023.jpg,bangkok/img90_0023.jpg,bangkok/img180_0023.jpg,bangkok/img270_0023.jpg
24,193,28504804,ถนนสุขุมวิท,primary,13.7118293,100.5961113,13.7116917,100.5962966,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7118031065, u'lng': 100.596050543}, u'copyright': u'© 2017 Google', u'pano_id': u'1p2zjgi4rKBedfc0FEhCzA'}",© 2017 Google,2016-11,"{u'lat': 13.7118031065, u'lng': 100.596050543}",1p2zjgi4rKBedfc0FEhCzA,OK,bangkok/img0_0024.jpg,bangkok/img90_0024.jpg,bangkok/img180_0024.jpg,bangkok/img270_0024.jpg
25,196,28510028,สะพานกรุงธน,primary,13.7802694,100.5042233,13.7818645,100.500661,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 13.7802582523, u'lng': 100.504268321}, u'copyright': u'© 2017 Google', u'pano_id': u'EZwO8r-oZMp5pidkGB5qmw'}",© 2017 Google,2016-10,"{u'lat': 13.7802582523, u'lng': 100.504268321}",EZwO8r-oZMp5pidkGB5qmw,OK,bangkok/img0_0025.jpg,bangkok/img90_0025.jpg,bangkok/img180_0025.jpg,bangkok/img270_0025.jpg
26,214,30045712,สะพานพระราม 3,primary,13.6944232,100.4994845,13.6959326,100.4981519,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 13.6944147338, u'lng': 100.499518377}, u'copyright': u'© 2017 Google', u'pano_id': u'yW9YY0_Sofff-0vv3--gMw'}",© 2017 Google,2016-10,"{u'lat': 13.6944147338, u'lng': 100.499518377}",yW9YY0_Sofff-0vv3--gMw,OK,bangkok/img0_0026.jpg,bangkok/img90_0026.jpg,bangkok/img180_0026.jpg,bangkok/img270_0026.jpg
27,222,31133741,ถนนพระยาสุเรนทร์,tertiary,13.8359723849,100.697259651,13.8317869558,100.698922897,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.835985281, u'lng': 100.697296227}, u'copyright': u'© 2017 Google', u'pano_id': u'xsv9NAG1AWFUdkanlTRhFQ'}",© 2017 Google,2016-08,"{u'lat': 13.835985281, u'lng': 100.697296227}",xsv9NAG1AWFUdkanlTRhFQ,OK,bangkok/img0_0027.jpg,bangkok/img90_0027.jpg,bangkok/img180_0027.jpg,bangkok/img270_0027.jpg
28,226,31133741,ถนนพระยาสุเรนทร์,tertiary,13.8184386762,100.699061751,13.8128435,100.6991454,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.8184507455, u'lng': 100.699049908}, u'copyright': u'© 2017 Google', u'pano_id': u'hBqwmtHxTBEM05mt2NOQEw'}",© 2017 Google,2016-08,"{u'lat': 13.8184507455, u'lng': 100.699049908}",hBqwmtHxTBEM05mt2NOQEw,OK,bangkok/img0_0028.jpg,bangkok/img90_0028.jpg,bangkok/img180_0028.jpg,bangkok/img270_0028.jpg
29,232,31142740,,tertiary,13.7530753684,100.773712249,13.7526755,100.7771789,"{u'date': u'2016-07', u'status': u'OK', u'location': {u'lat': 13.7530747761, u'lng': 100.773756163}, u'copyright': u'© 2017 Google', u'pano_id': u'Tx1WpfHj7W4hhEfas1m3ZQ'}",© 2017 Google,2016-07,"{u'lat': 13.7530747761, u'lng': 100.773756163}",Tx1WpfHj7W4hhEfas1m3ZQ,OK,bangkok/img0_0029.jpg,bangkok/img90_0029.jpg,bangkok/img180_0029.jpg,bangkok/img270_0029.jpg
30,239,31423273,ถนนรามอินทรา,primary,13.8259851572,100.675726297,13.8224951,100.6793934,"{u'date': u'2014-09', u'status': u'OK', u'location': {u'lat': 13.8259652918, u'lng': 100.675754829}, u'copyright': u'© 2017 Google', u'pano_id': u'LPeTqdJiyjuZUFxnTLpL2A'}",© 2017 Google,2014-09,"{u'lat': 13.8259652918, u'lng': 100.675754829}",LPeTqdJiyjuZUFxnTLpL2A,OK,bangkok/img0_0030.jpg,bangkok/img90_0030.jpg,bangkok/img180_0030.jpg,bangkok/img270_0030.jpg
31,240,31423277,ถนนรามอินทรา,primary,13.8128231,100.6972947,13.8128265,100.6976803,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.812836, u'lng': 100.6972889}, u'copyright': u'© 2017 Google', u'pano_id': u'kIwEdBgttwtVLPQs-c-pRw'}",© 2017 Google,2016-08,"{u'lat': 13.812836, u'lng': 100.6972889}",kIwEdBgttwtVLPQs-c-pRw,OK,bangkok/img0_0031.jpg,bangkok/img90_0031.jpg,bangkok/img180_0031.jpg,bangkok/img270_0031.jpg
32,241,31423791,ถนนเสรีไทย,primary,13.7688632,100.6515102,13.7689787,100.6516221,"{u'date': u'2016-09', u'status': u'OK', u'location': {u'lat': 13.7688507396, u'lng': 100.651520316}, u'copyright': u'© 2017 Google', u'pano_id': u'KROXejODczo8Pa971hKYww'}",© 2017 Google,2016-09,"{u'lat': 13.7688507396, u'lng': 100.651520316}",KROXejODczo8Pa971hKYww,OK,bangkok/img0_0032.jpg,bangkok/img90_0032.jpg,bangkok/img180_0032.jpg,bangkok/img270_0032.jpg
33,247,32006164,,secondary,13.7672777,100.5329498,13.7684146,100.5304944,"{u'date': u'2016-12', u'status': u'OK', u'location': {u'lat': 13.7672708234, u'lng': 100.532939811}, u'copyright': u'© 2017 Google', u'pano_id': u'fiWlcOe_NwauSh08EpjpNg'}",© 2017 Google,2016-12,"{u'lat': 13.7672708234, u'lng': 100.532939811}",fiWlcOe_NwauSh08EpjpNg,OK,bangkok/img0_0033.jpg,bangkok/img90_0033.jpg,bangkok/img180_0033.jpg,bangkok/img270_0033.jpg
34,250,32007221,ถนนกำแพงเพชร,secondary,13.797691,100.5507239,13.7976023,100.5483571,"{u'date': u'2016-09', u'status': u'OK', u'location': {u'lat': 13.797685, u'lng': 100.5507041}, u'copyright': u'© 2017 Google', u'pano_id': u'6s0_ls_iW8f50taSa3PduA'}",© 2017 Google,2016-09,"{u'lat': 13.797685, u'lng': 100.5507041}",6s0_ls_iW8f50taSa3PduA,OK,bangkok/img0_0034.jpg,bangkok/img90_0034.jpg,bangkok/img180_0034.jpg,bangkok/img270_0034.jpg
35,256,32008424,ถนนวิภาวดีรังสิต,trunk,13.7685440779,100.550276864,13.771993,100.5521509,"{u'date': u'2016-09', u'status': u'OK', u'location': {u'lat': 13.7685157922, u'lng': 100.550282232}, u'copyright': u'© 2017 Google', u'pano_id': u'v2F0G5Y7xDLLniGW9s8n2w'}",© 2017 Google,2016-09,"{u'lat': 13.7685157922, u'lng': 100.550282232}",v2F0G5Y7xDLLniGW9s8n2w,OK,bangkok/img0_0035.jpg,bangkok/img90_0035.jpg,bangkok/img180_0035.jpg,bangkok/img270_0035.jpg
36,260,32008731,ถนนวิภาวดีรังสิต,trunk,13.8193394465,100.558603374,13.8238374111,100.558153305,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.8192971761, u'lng': 100.55859037}, u'copyright': u'© 2017 Google', u'pano_id': u'J9GHWRFadf-ni6pxpeTb_g'}",© 2017 Google,2016-11,"{u'lat': 13.8192971761, u'lng': 100.55859037}",J9GHWRFadf-ni6pxpeTb_g,OK,bangkok/img0_0036.jpg,bangkok/img90_0036.jpg,bangkok/img180_0036.jpg,bangkok/img270_0036.jpg
37,267,32036717,ถนนเพชรบุรี,primary,13.7562533,100.523074,13.757106,100.520334,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.7562539276, u'lng': 100.523080398}, u'copyright': u'© 2017 Google', u'pano_id': u'7xWpBOIt-nEGBICPBrxNJw'}",© 2017 Google,2016-08,"{u'lat': 13.7562539276, u'lng': 100.523080398}",7xWpBOIt-nEGBICPBrxNJw,OK,bangkok/img0_0037.jpg,bangkok/img90_0037.jpg,bangkok/img180_0037.jpg,bangkok/img270_0037.jpg
38,269,32037736,ถนนพิษณุโลก,secondary,13.7707936,100.5047541,13.7678195334,100.508235549,"{u'date': u'2016-08', u'status': u'OK', u'location': {u'lat': 13.7707656386, u'lng': 100.5047478}, u'copyright': u'© 2017 Google', u'pano_id': u'uB9803PB29puZmp_oX8eAA'}",© 2017 Google,2016-08,"{u'lat': 13.7707656386, u'lng': 100.5047478}",uB9803PB29puZmp_oX8eAA,OK,bangkok/img0_0038.jpg,bangkok/img90_0038.jpg,bangkok/img180_0038.jpg,bangkok/img270_0038.jpg
39,270,32037736,ถนนพิษณุโลก,secondary,13.7678195334,100.508235549,13.766051,100.5102961,"{u'date': u'2016-12', u'status': u'OK', u'location': {u'lat': 13.7678492533, u'lng': 100.508200526}, u'copyright': u'© 2017 Google', u'pano_id': u'tO4mVmKpWId1T-0H1ZCwkQ'}",© 2017 Google,2016-12,"{u'lat': 13.7678492533, u'lng': 100.508200526}",tO4mVmKpWId1T-0H1ZCwkQ,OK,bangkok/img0_0039.jpg,bangkok/img90_0039.jpg,bangkok/img180_0039.jpg,bangkok/img270_0039.jpg
40,275,32037875,ถนนพิษณุโลก,primary,13.7573905,100.5206391,13.7572307,100.5209169,"{u'date': u'2015-10', u'status': u'OK', u'location': {u'lat': 13.7573670107, u'lng': 100.520627783}, u'copyright': u'© 2017 Google', u'pano_id': u'mv228lJ-iV4Lr_YEzuf_8A'}",© 2017 Google,2015-10,"{u'lat': 13.7573670107, u'lng': 100.520627783}",mv228lJ-iV4Lr_YEzuf_8A,OK,bangkok/img0_0040.jpg,bangkok/img90_0040.jpg,bangkok/img180_0040.jpg,bangkok/img270_0040.jpg
41,285,32040294,ถนนกรุงเกษม,tertiary,13.7491259,100.5167056,13.7456223,100.5161256,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7491118871, u'lng': 100.516698867}, u'copyright': u'© 2017 Google', u'pano_id': u'd0d-bvdX7z2-Ck7xXtb_cA'}",© 2017 Google,2016-11,"{u'lat': 13.7491118871, u'lng': 100.516698867}",d0d-bvdX7z2-Ck7xXtb_cA,OK,bangkok/img0_0041.jpg,bangkok/img90_0041.jpg,bangkok/img180_0041.jpg,bangkok/img270_0041.jpg
42,303,32049311,ถนนวิภาวดีรังสิต,trunk,13.7875486,100.5610384,13.7835088154,100.558976469,"{u'date': u'2011-10', u'status': u'OK', u'location': {u'lat': 13.7874920416, u'lng': 100.561020885}, u'copyright': u'© 2017 Google', u'pano_id': u'koBCELXqgLs5YLcoFiA_mA'}",© 2017 Google,2011-10,"{u'lat': 13.7874920416, u'lng': 100.561020885}",koBCELXqgLs5YLcoFiA_mA,OK,bangkok/img0_0042.jpg,bangkok/img90_0042.jpg,bangkok/img180_0042.jpg,bangkok/img270_0042.jpg
43,305,32049311,ถนนวิภาวดีรังสิต,trunk,13.779506981,100.556830564,13.7752533,100.5544632,"{u'date': u'2011-10', u'status': u'OK', u'location': {u'lat': 13.7795398, u'lng': 100.556768}, u'copyright': u'© 2017 Google', u'pano_id': u'u5UNaDyzipOMOP1bc8HzrA'}",© 2017 Google,2011-10,"{u'lat': 13.7795398, u'lng': 100.556768}",u5UNaDyzipOMOP1bc8HzrA,OK,bangkok/img0_0043.jpg,bangkok/img90_0043.jpg,bangkok/img180_0043.jpg,bangkok/img270_0043.jpg
44,306,32049312,ถนนวิภาวดีรังสิต,trunk,13.787614,100.5608557,13.7919432,100.5613425,"{u'date': u'2014-09', u'status': u'OK', u'location': {u'lat': 13.7875751029, u'lng': 100.560835891}, u'copyright': u'© 2017 Google', u'pano_id': u'5CBWODnpQubtaAJh_67oZw'}",© 2017 Google,2014-09,"{u'lat': 13.7875751029, u'lng': 100.560835891}",5CBWODnpQubtaAJh_67oZw,OK,bangkok/img0_0044.jpg,bangkok/img90_0044.jpg,bangkok/img180_0044.jpg,bangkok/img270_0044.jpg
45,308,32049411,ถนนวิภาวดีรังสิต,trunk,13.786228,100.560099,13.787614,100.5608557,"{u'date': u'2016-09', u'status': u'OK', u'location': {u'lat': 13.7862312086, u'lng': 100.560112059}, u'copyright': u'© 2017 Google', u'pano_id': u'ALq3eEE7AtxIwQ-87HljIA'}",© 2017 Google,2016-09,"{u'lat': 13.7862312086, u'lng': 100.560112059}",ALq3eEE7AtxIwQ-87HljIA,OK,bangkok/img0_0045.jpg,bangkok/img90_0045.jpg,bangkok/img180_0045.jpg,bangkok/img270_0045.jpg
46,313,32081184,ถนนศรีอยุธยา,primary,13.7575648,100.5356271,13.7588923,100.5321067,"{u'date': u'2016-09', u'status': u'OK', u'location': {u'lat': 13.7575995188, u'lng': 100.535606491}, u'copyright': u'© 2017 Google', u'pano_id': u'RyDFDxQEA4mwNKf-AkcyDQ'}",© 2017 Google,2016-09,"{u'lat': 13.7575995188, u'lng': 100.535606491}",RyDFDxQEA4mwNKf-AkcyDQ,OK,bangkok/img0_0046.jpg,bangkok/img90_0046.jpg,bangkok/img180_0046.jpg,bangkok/img270_0046.jpg
47,317,32081239,,primary,13.7541056,100.529365,13.7538311,100.5301306,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 13.7541013961, u'lng': 100.529374968}, u'copyright': u'© 2017 Google', u'pano_id': u'sG44yIiTT_4tZLhLQrLJig'}",© 2017 Google,2016-11,"{u'lat': 13.7541013961, u'lng': 100.529374968}",sG44yIiTT_4tZLhLQrLJig,OK,bangkok/img0_0047.jpg,bangkok/img90_0047.jpg,bangkok/img180_0047.jpg,bangkok/img270_0047.jpg
48,318,32081375,ถนนวิภาวดีรังสิต,trunk,13.7919636,100.5616541,13.7875144,100.5611528,"{u'date': u'2011-10', u'status': u'OK', u'location': {u'lat': 13.7919352097, u'lng': 100.561660281}, u'copyright': u'© 2017 Google', u'pano_id': u'-5bw-11bzggy-b0j6FZ1hQ'}",© 2017 Google,2011-10,"{u'lat': 13.7919352097, u'lng': 100.561660281}",-5bw-11bzggy-b0j6FZ1hQ,OK,bangkok/img0_0048.jpg,bangkok/img90_0048.jpg,bangkok/img180_0048.jpg,bangkok/img270_0048.jpg
49,322,32081648,ถนนวิภาวดีรังสิต,trunk,13.8981896546,100.58925455,13.9021650428,100.591450592,"{u'date': u'2016-10', u'status': u'OK', u'location': {u'lat': 13.898234384, u'lng': 100.589248052}, u'copyright': u'© 2017 Google', u'pano_id': u'k-on4FQ1U_jPbacMseXiyQ'}",© 2017 Google,2016-10,"{u'lat': 13.898234384, u'lng': 100.589248052}",k-on4FQ1U_jPbacMseXiyQ,OK,bangkok/img0_0049.jpg,bangkok/img90_0049.jpg,bangkok/img180_0049.jpg,bangkok/img270_0049.jpg
